pvog	annotation_processed	annotation_raw
VOG8340	unknown	hypothetical protein
VOG8341	unknown	hypothetical protein
VOG8342	unknown	unknown
VOG8343	tail fiber	putative tail fiber
VOG8344	unknown	hypothetical protein
VOG8345	unknown	hypothetical protein
VOG8346	unknown	hypothetical protein
VOG8347	unknown	hypothetical protein
VOG8348	unknown	hypothetical protein
VOG8349	unknown	hypothetical protein
VOG8350	unknown	hypothetical protein
VOG8351	unknown	hypothetical protein
VOG8352	unknown	hypothetical protein
VOG8353	unknown	hypothetical protein
VOG8354	unknown	hypothetical protein
VOG8355	unknown	hypothetical protein
VOG8356	unknown	hypothetical protein
VOG8357	unknown	hypothetical protein
VOG8358	unknown	hypothetical protein
VOG8359	unknown	hypothetical protein
VOG8360	unknown	hypothetical protein
VOG8361	membrane	hypothetical protein
VOG8362	membrane	hypothetical protein
VOG8363	unknown	hypothetical protein
VOG8364	unknown	hypothetical protein
VOG8365	unknown	hypothetical protein
VOG8366	unknown	hypothetical protein
VOG8367	unknown	hypothetical protein
VOG8368	unknown	hypothetical protein
VOG8369	unknown	hypothetical protein
VOG8370	unknown	hypothetical protein
VOG8371	unknown	hypothetical protein
VOG8372	unknown	hypothetical protein
VOG8373	unknown	hypothetical protein
VOG8374	unknown	hypothetical protein
VOG8375	unknown	hypothetical protein
VOG8376	unknown	hypothetical protein
VOG8377	unknown	hypothetical protein
VOG8378	unknown	hypothetical protein
VOG8379	unknown	hypothetical protein
VOG8380	unknown	hypothetical protein
VOG8381	unknown	hypothetical protein
VOG8382	unknown	hypothetical protein
VOG8383	unknown	hypothetical protein
VOG8384	peptidase-like	peptidase-like protein
VOG8385	unknown	hypothetical protein
VOG8386	unknown	hypothetical protein
VOG8387	transposase	transposase
VOG8388	unknown	hypothetical protein
VOG8389	capsid and scaffold	capsid and scaffold protein
VOG8390	unknown	hypothetical protein
VOG8391	unknown	hypothetical protein
VOG8392	unknown	hypothetical protein
VOG8393	unknown	hypothetical protein
VOG8394	unknown	hypothetical protein
VOG8395	unknown	hypothetical protein
VOG8396	unknown	hypothetical protein
VOG8397	unknown	hypothetical protein
VOG8398	unknown	hypothetical protein
VOG8399	unknown	hypothetical protein
VOG8400	unknown	hypothetical protein
VOG8401	unknown	hypothetical protein
VOG8402	unknown	hypothetical protein
VOG8403	unknown	hypothetical protein
VOG8404	unknown	hypothetical protein
VOG8405	unknown	hypothetical protein
VOG8406	unknown	hypothetical protein
VOG8407	unknown	hypothetical protein
VOG8408	unknown	hypothetical protein
VOG8409	unknown	unknown
VOG8410	unknown	unknown
VOG8411	unknown	unknown
VOG8412	unknown	unknown
VOG8413	unknown	unknown
VOG8414	tail sheath monomer	tail sheath monomer
VOG8415	unknown	hypothetical protein
VOG8416	unknown	hypothetical protein
VOG8417	unknown	hypothetical protein
VOG8418	unknown	hypothetical protein
VOG8419	unknown	hypothetical protein
VOG8420	unknown	hypothetical protein
VOG8421	unknown	hypothetical protein
VOG8422	unknown	unknown
VOG8423	unknown	unknown
VOG8424	unknown	unknown
VOG8425	unknown	hypothetical protein
VOG8426	unknown	hypothetical protein
VOG8427	unknown	hypothetical protein
VOG8428	unknown	hypothetical protein
VOG8429	unknown	hypothetical protein
VOG8430	unknown	hypothetical protein
VOG8431	unknown	hypothetical protein
VOG8432	unknown	hypothetical protein
VOG8433	unknown	hypothetical protein
VOG8434	unknown	hypothetical protein
VOG8435	unknown	hypothetical protein
VOG8436	unknown	hypothetical protein
VOG8437	unknown	hypothetical protein
VOG8438	minor capsid	minor capsid protein
VOG8439	unknown	hypothetical protein
VOG8440	unknown	hypothetical protein
VOG8441	unknown	hypothetical protein
VOG8442	unknown	hypothetical protein
VOG8443	unknown	hypothetical protein
VOG8444	unknown	hypothetical protein
VOG8445	unknown	hypothetical protein
VOG8446	unknown	hypothetical protein
VOG8447	unknown	hypothetical protein
VOG8448	unknown	hypothetical protein
VOG8449	unknown	hypothetical protein
VOG8450	unknown	hypothetical protein
VOG8451	unknown	hypothetical protein
VOG8452	unknown	hypothetical protein
VOG8453	unknown	hypothetical protein
VOG8454	unknown	hypothetical protein
VOG8455	unknown	hypothetical protein
VOG8456	unknown	hypothetical protein
VOG8457	unknown	hypothetical protein
VOG8458	unknown	hypothetical protein
VOG8459	unknown	hypothetical protein
VOG8460	unknown	hypothetical protein
VOG8461	unknown	hypothetical protein
VOG8462	unknown	hypothetical protein
VOG8463	unknown	hypothetical protein
VOG8464	unknown	hypothetical protein
VOG8465	unknown	unknown
VOG8466	unknown	hypothetical protein
VOG8467	unknown	hypothetical protein
VOG8468	unknown	hypothetical protein
VOG8469	unknown	hypothetical protein
VOG8470	unknown	hypothetical protein
VOG8471	unknown	hypothetical protein
VOG8472	unknown	hypothetical protein
VOG8473	RNA polymerase sigma factor	RNA polymerase sigma factor
VOG8474	unknown	hypothetical protein
VOG8475	unknown	hypothetical protein
VOG8476	unknown	hypothetical protein
VOG8477	unknown	hypothetical protein
VOG8478	unknown	hypothetical protein
VOG8479	unknown	hypothetical protein
VOG8480	unknown	hypothetical protein
VOG8481	unknown	hypothetical protein
VOG8482	unknown	hypothetical protein
VOG8483	unknown	hypothetical protein
VOG8484	unknown	hypothetical protein
VOG8485	unknown	hypothetical protein
VOG8486	unknown	hypothetical protein
VOG8487	transcription termination factor	transcription termination factor
VOG8488	unknown	hypothetical protein
VOG8489	unknown	unknown
VOG8490	gp14	gp14
VOG8491	unknown	hypothetical protein
VOG8492	zinc-ribbon domain-containing	zinc-ribbon domain-containing protein
VOG8493	unknown	hypothetical protein
VOG8494	unknown	hypothetical protein
VOG8495	internal virion	internal virion protein
VOG8496	unknown	hypothetical protein
VOG8497	unknown	hypothetical protein
VOG8498	PCNA	PCNA protein
VOG8499	unknown	hypothetical protein
VOG8500	unknown	hypothetical protein
VOG8501	unknown	hypothetical protein
